"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 26 15:27:40 MSK 2025","Fri Dec 26 15:28:19 MSK 2025","38572","","homealfa.Steps","","homealfa.Steps","Steps","Проверка главной страницы",""
